city,date,PM2.5,PM10,AQI,AQI_Bucket
Thiruvananthapuram,28-10-19,14.82,35.83,69,Satisfactory
Thiruvananthapuram,29-10-19,18.2,33.99,77,Satisfactory
Thiruvananthapuram,30-10-19,3.18,10.54,68,Satisfactory
Thiruvananthapuram,31-10-19,7.75,12.23,61,Satisfactory
Thiruvananthapuram,01-11-19,13.74,28.72,62,Satisfactory
Thiruvananthapuram,02-11-19,22.02,37.35,69,Satisfactory
Thiruvananthapuram,03-11-19,19.35,31.71,60,Satisfactory
Thiruvananthapuram,04-11-19,17.01,27.28,59,Satisfactory
Thiruvananthapuram,05-11-19,26.2,50.49,66,Satisfactory
Thiruvananthapuram,06-11-19,21.36,50.81,67,Satisfactory
Thiruvananthapuram,07-11-19,21.4,45.02,65,Satisfactory
Thiruvananthapuram,08-11-19,19.01,47.27,65,Satisfactory
Thiruvananthapuram,09-11-19,14.52,31.08,64,Satisfactory
Thiruvananthapuram,10-11-19,9.64,30.39,63,Satisfactory
Thiruvananthapuram,11-11-19,18.73,39.27,69,Satisfactory
Thiruvananthapuram,12-11-19,21.32,49.25,71,Satisfactory
Thiruvananthapuram,13-11-19,39.67,67.61,95,Satisfactory
Thiruvananthapuram,14-11-19,28.95,56.88,136,Moderate
Thiruvananthapuram,15-11-19,22.08,48.96,111,Moderate
Thiruvananthapuram,16-11-19,21.53,35.95,156,Moderate
Thiruvananthapuram,17-11-19,13.55,27.57,61,Satisfactory
Thiruvananthapuram,18-11-19,30.45,51.91,67,Satisfactory
Thiruvananthapuram,19-11-19,25.22,45.85,72,Satisfactory
Thiruvananthapuram,20-11-19,22.23,43.29,80,Satisfactory
Thiruvananthapuram,21-11-19,24.63,39.84,71,Satisfactory
Thiruvananthapuram,22-11-19,16.2,35.35,76,Satisfactory
Thiruvananthapuram,23-11-19,22.78,53.49,91,Satisfactory
Thiruvananthapuram,24-11-19,19.88,49.09,83,Satisfactory
Thiruvananthapuram,25-11-19,20.91,42.3,76,Satisfactory
Thiruvananthapuram,26-11-19,23.36,47.81,93,Satisfactory
Thiruvananthapuram,27-11-19,39.81,65.38,83,Satisfactory
Thiruvananthapuram,28-11-19,22.79,40.69,80,Satisfactory
Thiruvananthapuram,29-11-19,22.79,49.72,82,Satisfactory
Thiruvananthapuram,30-11-19,11.23,25.41,73,Satisfactory
Thiruvananthapuram,01-12-19,11.17,13.3,61,Satisfactory
Thiruvananthapuram,02-12-19,16.88,31.62,72,Satisfactory
Thiruvananthapuram,03-12-19,25.81,51.14,90,Satisfactory
Thiruvananthapuram,04-12-19,27.99,52.39,96,Satisfactory
Thiruvananthapuram,05-12-19,37.99,58.52,88,Satisfactory
Thiruvananthapuram,06-12-19,32.3,58,90,Satisfactory
Thiruvananthapuram,07-12-19,24.68,64.6,90,Satisfactory
Thiruvananthapuram,08-12-19,17.82,39.35,76,Satisfactory
Thiruvananthapuram,09-12-19,17.78,44.54,79,Satisfactory
Thiruvananthapuram,10-12-19,27.24,57.7,88,Satisfactory
Thiruvananthapuram,11-12-19,34.11,59.92,91,Satisfactory
Thiruvananthapuram,12-12-19,27.66,49.24,87,Satisfactory
Thiruvananthapuram,13-12-19,39.57,61.92,91,Satisfactory
Thiruvananthapuram,14-12-19,17.89,42.06,78,Satisfactory
Thiruvananthapuram,15-12-19,19.4,46.41,88,Satisfactory
Thiruvananthapuram,16-12-19,32.25,63.77,92,Satisfactory
Thiruvananthapuram,17-12-19,29.26,51.31,80,Satisfactory
Thiruvananthapuram,18-12-19,34.5,66.25,98,Satisfactory
Thiruvananthapuram,19-12-19,21.36,48.09,90,Satisfactory
Thiruvananthapuram,20-12-19,29.94,57.02,97,Satisfactory
Thiruvananthapuram,21-12-19,30.65,52.52,102,Moderate
Thiruvananthapuram,22-12-19,38.11,63.31,97,Satisfactory
Thiruvananthapuram,23-12-19,44.8,68.62,96,Satisfactory
Thiruvananthapuram,24-12-19,51.96,80.62,101,Moderate
Thiruvananthapuram,25-12-19,36.39,58.38,99,Satisfactory
Thiruvananthapuram,26-12-19,12.52,38.64,92,Satisfactory
Thiruvananthapuram,27-12-19,21.29,49.14,103,Moderate
Thiruvananthapuram,28-12-19,32.54,62.85,89,Satisfactory
Thiruvananthapuram,29-12-19,45.06,72.67,110,Moderate
Thiruvananthapuram,30-12-19,44.74,73.72,108,Moderate
Thiruvananthapuram,31-12-19,40.42,68.57,92,Satisfactory
Thiruvananthapuram,01-01-20,35.96,65.09,85,Satisfactory
Thiruvananthapuram,02-01-20,36.18,60.26,70,Satisfactory
Thiruvananthapuram,03-01-20,39.12,65.79,72,Satisfactory
Thiruvananthapuram,04-01-20,30.58,55.05,78,Satisfactory
Thiruvananthapuram,05-01-20,27.03,43.67,71,Satisfactory
Thiruvananthapuram,06-01-20,36.85,74.23,75,Satisfactory
Thiruvananthapuram,07-01-20,30.37,59.51,75,Satisfactory
Thiruvananthapuram,08-01-20,16.57,37.56,73,Satisfactory
Thiruvananthapuram,09-01-20,31.99,57.01,74,Satisfactory
Thiruvananthapuram,10-01-20,46.1,65.95,82,Satisfactory
Thiruvananthapuram,11-01-20,35.23,55.43,89,Satisfactory
Thiruvananthapuram,12-01-20,34.52,50.54,83,Satisfactory
Thiruvananthapuram,13-01-20,45.18,72,87,Satisfactory
Thiruvananthapuram,14-01-20,48.75,85.45,82,Satisfactory
Thiruvananthapuram,15-01-20,61.78,90.09,97,Satisfactory
Thiruvananthapuram,16-01-20,47.74,74.82,98,Satisfactory
Thiruvananthapuram,17-01-20,38.16,69.87,85,Satisfactory
Thiruvananthapuram,18-01-20,31.66,59.79,68,Satisfactory
Thiruvananthapuram,19-01-20,28.79,56.6,66,Satisfactory
Thiruvananthapuram,20-01-20,31.86,58.42,79,Satisfactory
Thiruvananthapuram,21-01-20,25.78,52.01,65,Satisfactory
Thiruvananthapuram,22-01-20,22.57,55.34,66,Satisfactory
Thiruvananthapuram,23-01-20,25.61,53.17,65,Satisfactory
Thiruvananthapuram,24-01-20,30.53,60.35,66,Satisfactory
Thiruvananthapuram,25-01-20,29.85,65.88,71,Satisfactory
Thiruvananthapuram,26-01-20,29.88,55.09,71,Satisfactory
Thiruvananthapuram,27-01-20,28.72,59.45,71,Satisfactory
Thiruvananthapuram,28-01-20,38.14,80.21,77,Satisfactory
Thiruvananthapuram,29-01-20,55.14,91.03,94,Satisfactory
Thiruvananthapuram,30-01-20,50.29,88.7,93,Satisfactory
Thiruvananthapuram,31-01-20,43.18,86.73,98,Satisfactory
Thiruvananthapuram,01-02-20,42.92,71.66,83,Satisfactory
Thiruvananthapuram,02-02-20,32.97,57.62,69,Satisfactory
Thiruvananthapuram,03-02-20,38.13,68.97,73,Satisfactory
Thiruvananthapuram,04-02-20,30.37,53.71,65,Satisfactory
Thiruvananthapuram,05-02-20,36.27,62.33,69,Satisfactory
Thiruvananthapuram,06-02-20,27.97,60.73,71,Satisfactory
Thiruvananthapuram,07-02-20,32,56.28,63,Satisfactory
Thiruvananthapuram,08-02-20,38.32,61.92,70,Satisfactory
Thiruvananthapuram,09-02-20,36.14,60.54,68,Satisfactory
Thiruvananthapuram,10-02-20,98.87,134.53,215,Poor
Thiruvananthapuram,11-02-20,39.01,70.15,84,Satisfactory
Thiruvananthapuram,12-02-20,36.41,64.86,72,Satisfactory
Thiruvananthapuram,13-02-20,42.33,69.38,73,Satisfactory
Thiruvananthapuram,14-02-20,37.2,63.63,83,Satisfactory
Thiruvananthapuram,15-02-20,44.53,70.41,82,Satisfactory
Thiruvananthapuram,16-02-20,51.95,80.15,85,Satisfactory
Thiruvananthapuram,17-02-20,58.39,82.96,108,Moderate
Thiruvananthapuram,18-02-20,42.38,67.89,100,Satisfactory
Thiruvananthapuram,19-02-20,40.38,67.59,98,Satisfactory
Thiruvananthapuram,20-02-20,48.83,74.67,89,Satisfactory
Thiruvananthapuram,21-02-20,38.85,62.19,81,Satisfactory
Thiruvananthapuram,22-02-20,44.96,68.21,92,Satisfactory
Thiruvananthapuram,23-02-20,32.33,49.54,89,Satisfactory
Thiruvananthapuram,24-02-20,36.26,58.64,86,Satisfactory
Thiruvananthapuram,25-02-20,36.83,61.57,89,Satisfactory
Thiruvananthapuram,26-02-20,38.81,60.79,92,Satisfactory
Thiruvananthapuram,27-02-20,36.46,59.85,102,Moderate
Thiruvananthapuram,28-02-20,38.7,68.88,93,Satisfactory
Thiruvananthapuram,29-02-20,42.26,123.28,126,Moderate
Thiruvananthapuram,01-03-20,32.56,55.13,100,Satisfactory
Thiruvananthapuram,02-03-20,30.9,59.61,96,Satisfactory
Thiruvananthapuram,03-03-20,28.39,50.14,100,Satisfactory
Thiruvananthapuram,04-03-20,40.19,88.17,107,Moderate
Thiruvananthapuram,05-03-20,37.47,63.93,110,Moderate
Thiruvananthapuram,06-03-20,30.49,58.67,76,Satisfactory
Thiruvananthapuram,07-03-20,32.73,55.47,64,Satisfactory
Thiruvananthapuram,08-03-20,28.37,54.46,64,Satisfactory
Thiruvananthapuram,09-03-20,26.95,54.84,68,Satisfactory
Thiruvananthapuram,10-03-20,37.64,62.34,73,Satisfactory
Thiruvananthapuram,11-03-20,29.75,56.42,74,Satisfactory
Thiruvananthapuram,12-03-20,31.49,59.96,74,Satisfactory
Thiruvananthapuram,13-03-20,29.1,54.95,87,Satisfactory
Thiruvananthapuram,14-03-20,31.04,60.48,85,Satisfactory
Thiruvananthapuram,15-03-20,25.49,53.51,60,Satisfactory
Thiruvananthapuram,16-03-20,30.67,60.2,62,Satisfactory
Thiruvananthapuram,17-03-20,39.09,70.74,74,Satisfactory
Thiruvananthapuram,18-03-20,20.54,47.79,67,Satisfactory
Thiruvananthapuram,19-03-20,25.51,52.54,68,Satisfactory
Thiruvananthapuram,20-03-20,31.27,61.65,77,Satisfactory
Thiruvananthapuram,21-03-20,30.55,59.67,71,Satisfactory
Thiruvananthapuram,22-03-20,27.46,49.53,66,Satisfactory
Thiruvananthapuram,23-03-20,27.12,54.5,65,Satisfactory
Thiruvananthapuram,24-03-20,21.74,41.48,57,Satisfactory
Thiruvananthapuram,25-03-20,25.26,46.73,68,Satisfactory
Thiruvananthapuram,26-03-20,25.07,46.63,70,Satisfactory
Thiruvananthapuram,27-03-20,29.67,52.78,74,Satisfactory
Thiruvananthapuram,28-03-20,28.9,54.61,78,Satisfactory
Thiruvananthapuram,29-03-20,18.2,45.16,60,Satisfactory
Thiruvananthapuram,30-03-20,20.38,48.86,52,Satisfactory
Thiruvananthapuram,31-03-20,19.28,49.22,70,Satisfactory
Thiruvananthapuram,01-04-20,15.98,48.32,55,Satisfactory
Thiruvananthapuram,02-04-20,23.01,56.02,61,Satisfactory
Thiruvananthapuram,03-04-20,27.02,56.3,60,Satisfactory
Thiruvananthapuram,04-04-20,28.89,55.61,66,Satisfactory
Thiruvananthapuram,05-04-20,25.56,46.5,60,Satisfactory
Thiruvananthapuram,06-04-20,16.88,31.28,59,Satisfactory
Thiruvananthapuram,07-04-20,18.57,35.34,53,Satisfactory
Thiruvananthapuram,08-04-20,18.85,37.62,61,Satisfactory
Thiruvananthapuram,09-04-20,19.06,45.18,63,Satisfactory
Thiruvananthapuram,10-04-20,17.15,43.1,56,Satisfactory
Thiruvananthapuram,11-04-20,20.62,49.68,55,Satisfactory
Thiruvananthapuram,12-04-20,22.32,46.43,58,Satisfactory
Thiruvananthapuram,13-04-20,24.24,52.42,63,Satisfactory
Thiruvananthapuram,14-04-20,23.55,49.73,66,Satisfactory
Thiruvananthapuram,15-04-20,18.34,35.83,52,Satisfactory
Thiruvananthapuram,16-04-20,15.59,26.06,50,Good
Thiruvananthapuram,17-04-20,14.81,26.14,62,Satisfactory
Thiruvananthapuram,18-04-20,13.37,21.02,56,Satisfactory
Thiruvananthapuram,19-04-20,10.74,20.13,49,Good
Thiruvananthapuram,20-04-20,15.01,27.65,46,Good
Thiruvananthapuram,21-04-20,13.77,31.6,53,Satisfactory
Thiruvananthapuram,22-04-20,15.9,30.51,51,Satisfactory
Thiruvananthapuram,23-04-20,15.97,35.6,50,Good
Thiruvananthapuram,24-04-20,15.73,38.65,59,Satisfactory
Thiruvananthapuram,25-04-20,18.42,41.47,53,Satisfactory
Thiruvananthapuram,26-04-20,23.19,57.7,58,Satisfactory
Thiruvananthapuram,27-04-20,14.13,34.27,63,Satisfactory
Thiruvananthapuram,28-04-20,23.84,44.32,60,Satisfactory
Thiruvananthapuram,29-04-20,18.54,34.48,57,Satisfactory
Thiruvananthapuram,30-04-20,20.57,48.19,57,Satisfactory
Thiruvananthapuram,01-05-20,17.43,43.59,54,Satisfactory
Thiruvananthapuram,02-05-20,23.64,48.64,55,Satisfactory
Thiruvananthapuram,03-05-20,18.36,47.16,58,Satisfactory
Thiruvananthapuram,04-05-20,25.86,47.67,55,Satisfactory
Thiruvananthapuram,05-05-20,25.74,54.3,63,Satisfactory
Thiruvananthapuram,06-05-20,20.76,45.58,66,Satisfactory
Thiruvananthapuram,07-05-20,18.51,47.43,59,Satisfactory
Thiruvananthapuram,08-05-20,13.96,36.69,61,Satisfactory
Thiruvananthapuram,09-05-20,15.85,39.05,63,Satisfactory
Thiruvananthapuram,10-05-20,14.9,37.16,63,Satisfactory
Thiruvananthapuram,11-05-20,13.68,34.67,66,Satisfactory
Thiruvananthapuram,12-05-20,19.88,52.48,65,Satisfactory
Thiruvananthapuram,13-05-20,12.83,29.49,47,Good
Thiruvananthapuram,14-05-20,15.39,38.91,53,Satisfactory
Thiruvananthapuram,15-05-20,16.76,40.97,58,Satisfactory
Thiruvananthapuram,16-05-20,15.99,31.34,59,Satisfactory
Thiruvananthapuram,17-05-20,15.08,40.82,60,Satisfactory
Thiruvananthapuram,18-05-20,15.7,33.81,64,Satisfactory
Thiruvananthapuram,19-05-20,20.75,44.22,62,Satisfactory
Thiruvananthapuram,20-05-20,20.26,39.46,56,Satisfactory
Thiruvananthapuram,21-05-20,12.19,29.47,48,Good
Thiruvananthapuram,22-05-20,11.41,30.8,48,Good
Thiruvananthapuram,23-05-20,14.91,37.29,39,Good
Thiruvananthapuram,24-05-20,16.15,35.54,46,Good
Thiruvananthapuram,25-05-20,18.14,47.13,50,Good
Thiruvananthapuram,26-05-20,16.22,35.47,47,Good
Thiruvananthapuram,27-05-20,16.68,41.6,56,Satisfactory
Thiruvananthapuram,28-05-20,17.4,40.45,56,Satisfactory
Thiruvananthapuram,29-05-20,12.51,32.58,54,Satisfactory
Thiruvananthapuram,30-05-20,9.86,29.67,54,Satisfactory
Thiruvananthapuram,31-05-20,9.51,17.71,50,Good
Thiruvananthapuram,01-06-20,9.56,16.64,42,Good
Thiruvananthapuram,02-06-20,12.31,22.06,48,Good
Thiruvananthapuram,03-06-20,11.92,23.91,35,Good
Thiruvananthapuram,04-06-20,16.61,34.41,32,Good
Thiruvananthapuram,05-06-20,16.81,36.22,38,Good
Thiruvananthapuram,06-06-20,10.76,23.4,35,Good
Thiruvananthapuram,07-06-20,10.15,,35,Good
Thiruvananthapuram,08-06-20,14.49,,41,Good
Thiruvananthapuram,09-06-20,23.6,49.5,41,Good
Thiruvananthapuram,10-06-20,22.93,45.57,46,Good
Thiruvananthapuram,11-06-20,24.21,42.51,46,Good
Thiruvananthapuram,12-06-20,28.64,48.84,49,Good
Thiruvananthapuram,13-06-20,26.26,46.15,52,Satisfactory
Thiruvananthapuram,14-06-20,17.45,34.44,38,Good
Thiruvananthapuram,15-06-20,28.24,47.31,45,Good
Thiruvananthapuram,16-06-20,24.39,46.31,51,Satisfactory
Thiruvananthapuram,17-06-20,27.92,57.72,58,Satisfactory
Thiruvananthapuram,18-06-20,23.96,48.74,57,Satisfactory
Thiruvananthapuram,19-06-20,20.32,41.01,50,Good
Thiruvananthapuram,20-06-20,19.9,40.99,43,Good
Thiruvananthapuram,21-06-20,15.74,31.24,42,Good
Thiruvananthapuram,22-06-20,16.89,34.27,40,Good
Thiruvananthapuram,23-06-20,28.45,54.74,50,Good
Thiruvananthapuram,24-06-20,34.68,67.22,70,Satisfactory
Thiruvananthapuram,25-06-20,28.01,51.15,58,Satisfactory
Thiruvananthapuram,26-06-20,18.78,32.5,46,Good
Thiruvananthapuram,27-06-20,18.06,36.04,42,Good
Thiruvananthapuram,28-06-20,22.51,43.97,43,Good
Thiruvananthapuram,29-06-20,23.17,46.71,49,Good
Thiruvananthapuram,30-06-20,20.66,41.53,40,Good
Thiruvananthapuram,01-07-20,2,35,41,Good
Visakhapatnam,01-07-16,44.92,82.5,,
Visakhapatnam,02-07-16,,,,
Visakhapatnam,03-07-16,,,,
Visakhapatnam,04-07-16,,,,
Visakhapatnam,05-07-16,17,68,,
Visakhapatnam,06-07-16,30.54,77.06,,
Visakhapatnam,07-07-16,35.33,84.31,81,Satisfactory
Visakhapatnam,08-07-16,40.64,92.73,112,Moderate
Visakhapatnam,09-07-16,33.25,77.65,81,Satisfactory
Visakhapatnam,10-07-16,26.64,69.68,81,Satisfactory
Visakhapatnam,11-07-16,23.92,70.52,79,Satisfactory
Visakhapatnam,12-07-16,28.42,84.49,79,Satisfactory
Visakhapatnam,13-07-16,35.71,75.77,90,Satisfactory
Visakhapatnam,14-07-16,37.09,98.23,93,Satisfactory
Visakhapatnam,15-07-16,43.67,103.08,112,Moderate
Visakhapatnam,16-07-16,44.76,111.15,104,Moderate
Visakhapatnam,17-07-16,41.11,94.44,102,Moderate
Visakhapatnam,18-07-16,46.5,96.07,95,Satisfactory
Visakhapatnam,19-07-16,33.54,80.51,127,Moderate
Visakhapatnam,20-07-16,11.98,103.34,135,Moderate
Visakhapatnam,21-07-16,2,57.56,,
Visakhapatnam,22-07-16,21.8,85.88,,
Visakhapatnam,23-07-16,27.32,83.02,105,Moderate
Visakhapatnam,24-07-16,,103.9,,
Visakhapatnam,25-07-16,22.75,58.38,84,Satisfactory
Visakhapatnam,26-07-16,23.34,80.58,155,Moderate
Visakhapatnam,27-07-16,24.49,66.8,138,Moderate
Visakhapatnam,28-07-16,21.85,68.36,78,Satisfactory
Visakhapatnam,29-07-16,23.4,81.96,79,Satisfactory
Visakhapatnam,30-07-16,29.12,77.05,95,Satisfactory
Visakhapatnam,31-07-16,22.44,68.42,90,Satisfactory
Visakhapatnam,01-08-16,23.82,62.12,105,Moderate
Visakhapatnam,02-08-16,16.53,44.53,67,Satisfactory
Visakhapatnam,03-08-16,18.76,43.55,73,Satisfactory
Visakhapatnam,04-08-16,23.64,52.09,79,Satisfactory
Visakhapatnam,05-08-16,27.8,82.45,89,Satisfactory
Visakhapatnam,06-08-16,24.73,89.99,95,Satisfactory
Visakhapatnam,07-08-16,25.74,86.21,89,Satisfactory
Visakhapatnam,08-08-16,30.37,92.09,94,Satisfactory
Visakhapatnam,09-08-16,36.85,103.97,103,Moderate
Visakhapatnam,10-08-16,23.77,96.36,101,Moderate
Visakhapatnam,11-08-16,23.39,85.46,93,Satisfactory
Visakhapatnam,12-08-16,39.42,107.82,85,Satisfactory
Visakhapatnam,13-08-16,34.14,106.86,106,Moderate
Visakhapatnam,14-08-16,28.14,93.6,101,Moderate
Visakhapatnam,15-08-16,27.92,78.98,89,Satisfactory
Visakhapatnam,16-08-16,25.7,80.46,83,Satisfactory
Visakhapatnam,17-08-16,28.17,101.92,90,Satisfactory
Visakhapatnam,18-08-16,26.93,102.19,102,Moderate
Visakhapatnam,19-08-16,33.79,101.42,102,Moderate
Visakhapatnam,20-08-16,33.73,102.06,102,Moderate
Visakhapatnam,21-08-16,38.2,107.83,111,Moderate
Visakhapatnam,22-08-16,47.01,111.73,108,Moderate
Visakhapatnam,23-08-16,31.59,97.97,102,Moderate
Visakhapatnam,24-08-16,30.39,89.86,93,Satisfactory
Visakhapatnam,25-08-16,30.35,77.62,87,Satisfactory
Visakhapatnam,26-08-16,32.44,72.64,87,Satisfactory
Visakhapatnam,27-08-16,17.78,63.29,66,Satisfactory
Visakhapatnam,28-08-16,9.53,32.93,63,Satisfactory
Visakhapatnam,29-08-16,8.91,34.51,53,Satisfactory
Visakhapatnam,30-08-16,10.56,35.2,60,Satisfactory
Visakhapatnam,31-08-16,26.85,54.03,77,Satisfactory
Visakhapatnam,01-09-16,29.45,66.39,77,Satisfactory
Visakhapatnam,02-09-16,26.88,74.2,71,Satisfactory
Visakhapatnam,03-09-16,26.75,57.16,68,Satisfactory
Visakhapatnam,04-09-16,37.11,57.14,67,Satisfactory
Visakhapatnam,05-09-16,43.77,101.71,,
Visakhapatnam,06-09-16,42.4,91.61,102,Moderate
Visakhapatnam,07-09-16,42.73,94.73,101,Moderate
Visakhapatnam,08-09-16,42.7,101.98,98,Satisfactory
Visakhapatnam,09-09-16,46.08,91.88,96,Satisfactory
Visakhapatnam,10-09-16,63.33,98.79,98,Satisfactory
Visakhapatnam,11-09-16,52.77,88.89,160,Moderate
Visakhapatnam,12-09-16,41.43,79.75,188,Moderate
Visakhapatnam,13-09-16,22.89,54.42,73,Satisfactory
Visakhapatnam,14-09-16,28.28,55.62,64,Satisfactory
Visakhapatnam,15-09-16,13.46,27.95,71,Satisfactory
Visakhapatnam,16-09-16,24.93,47.83,65,Satisfactory
Visakhapatnam,17-09-16,33.68,71.78,65,Satisfactory
Visakhapatnam,18-09-16,39.38,79.07,86,Satisfactory
Visakhapatnam,19-09-16,36.02,92.91,151,Moderate
Visakhapatnam,20-09-16,23.1,46.12,,
Visakhapatnam,21-09-16,13.75,29.45,49,Good
Visakhapatnam,22-09-16,12.67,27.2,55,Satisfactory
Visakhapatnam,23-09-16,19.93,33.15,90,Satisfactory
Visakhapatnam,24-09-16,27.57,55.19,78,Satisfactory
Visakhapatnam,25-09-16,23.78,51.23,85,Satisfactory
Visakhapatnam,26-09-16,36.71,64.6,89,Satisfactory
Visakhapatnam,27-09-16,62.52,103.15,108,Moderate
Visakhapatnam,28-09-16,72.4,118.07,130,Moderate
Visakhapatnam,29-09-16,60.73,92.72,113,Moderate
Visakhapatnam,30-09-16,54.76,96.82,104,Moderate
Visakhapatnam,01-10-16,40.24,72.92,94,Satisfactory
Visakhapatnam,02-10-16,71.57,99.21,132,Moderate
Visakhapatnam,03-10-16,42.06,113.21,133,Moderate
Visakhapatnam,04-10-16,44.1,93.36,104,Moderate
Visakhapatnam,05-10-16,53.43,101.42,100,Satisfactory
Visakhapatnam,06-10-16,51.42,94.82,105,Moderate
Visakhapatnam,07-10-16,37.61,79.35,85,Satisfactory
Visakhapatnam,08-10-16,50.36,102.59,95,Satisfactory
Visakhapatnam,09-10-16,43.12,87.66,97,Satisfactory
Visakhapatnam,10-10-16,45.73,92.35,90,Satisfactory
Visakhapatnam,11-10-16,43.88,83.88,108,Moderate
Visakhapatnam,12-10-16,,,,
Visakhapatnam,13-10-16,51.4,107.77,,
Visakhapatnam,14-10-16,89.96,94,110,Moderate
Visakhapatnam,15-10-16,,,,
Visakhapatnam,16-10-16,,,,
Visakhapatnam,17-10-16,61.38,115.67,,
Visakhapatnam,18-10-16,65.83,112.08,123,Moderate
Visakhapatnam,19-10-16,66.14,105.53,121,Moderate
Visakhapatnam,20-10-16,64.67,112.79,116,Moderate
Visakhapatnam,21-10-16,64.92,101.08,118,Moderate
Visakhapatnam,22-10-16,66.93,100.71,122,Moderate
Visakhapatnam,23-10-16,62.97,103.08,109,Moderate
Visakhapatnam,24-10-16,63.12,103.67,126,Moderate
Visakhapatnam,25-10-16,60.85,108.64,142,Moderate
Visakhapatnam,26-10-16,63.31,96.76,110,Moderate
Visakhapatnam,27-10-16,47.62,101.06,104,Moderate
Visakhapatnam,28-10-16,44.65,76.94,147,Moderate
Visakhapatnam,29-10-16,44.44,81.9,91,Satisfactory
Visakhapatnam,30-10-16,44.81,74.15,76,Satisfactory
Visakhapatnam,31-10-16,58.43,96.69,89,Satisfactory
Visakhapatnam,01-11-16,64.91,93.18,117,Moderate
Visakhapatnam,02-11-16,37.5,65.46,82,Satisfactory
Visakhapatnam,03-11-16,29.34,53.15,67,Satisfactory
Visakhapatnam,04-11-16,12.94,30.1,55,Satisfactory
Visakhapatnam,05-11-16,18.14,36.89,56,Satisfactory
Visakhapatnam,06-11-16,48.11,92.4,83,Satisfactory
Visakhapatnam,07-11-16,71.88,112.68,113,Moderate
Visakhapatnam,08-11-16,67.16,105.6,133,Moderate
Visakhapatnam,09-11-16,63.98,104.47,114,Moderate
Visakhapatnam,10-11-16,60.85,101.39,112,Moderate
Visakhapatnam,11-11-16,68.5,94,114,Moderate
Visakhapatnam,12-11-16,56,94,132,Moderate
Visakhapatnam,13-11-16,78.65,120.82,129,Moderate
Visakhapatnam,14-11-16,77.51,115.91,163,Moderate
Visakhapatnam,15-11-16,68.7,106.53,150,Moderate
Visakhapatnam,16-11-16,72.89,108.85,127,Moderate
Visakhapatnam,17-11-16,76.4,120.03,151,Moderate
Visakhapatnam,18-11-16,71.11,122.95,148,Moderate
Visakhapatnam,19-11-16,64.44,113.83,120,Moderate
Visakhapatnam,20-11-16,66.78,107.4,119,Moderate
Visakhapatnam,21-11-16,66.07,110.91,125,Moderate
Visakhapatnam,22-11-16,63.54,100.06,116,Moderate
Visakhapatnam,23-11-16,60.96,109.68,112,Moderate
Visakhapatnam,24-11-16,61.68,102.75,108,Moderate
Visakhapatnam,25-11-16,61.23,102.48,109,Moderate
Visakhapatnam,26-11-16,63.17,96.29,110,Moderate
Visakhapatnam,27-11-16,61.53,102.83,116,Moderate
Visakhapatnam,28-11-16,68.77,105.94,125,Moderate
Visakhapatnam,29-11-16,63.62,103.65,121,Moderate
Visakhapatnam,30-11-16,66.66,99.53,126,Moderate
Visakhapatnam,01-12-16,66.92,108.85,144,Moderate
Visakhapatnam,02-12-16,41.55,80.48,93,Satisfactory
Visakhapatnam,03-12-16,32.6,67.24,82,Satisfactory
Visakhapatnam,04-12-16,52.58,93.04,106,Moderate
Visakhapatnam,05-12-16,74.8,113.48,131,Moderate
Visakhapatnam,06-12-16,43.18,77.91,113,Moderate
Visakhapatnam,07-12-16,50.53,64.11,91,Satisfactory
Visakhapatnam,08-12-16,64.4,80.16,105,Moderate
Visakhapatnam,09-12-16,65.44,102.77,123,Moderate
Visakhapatnam,10-12-16,57.84,116.72,120,Moderate
Visakhapatnam,11-12-16,46.03,95.57,113,Moderate
Visakhapatnam,12-12-16,40.99,71.42,105,Moderate
Visakhapatnam,13-12-16,48.07,84.67,117,Moderate
Visakhapatnam,14-12-16,62.66,102.67,107,Moderate
Visakhapatnam,15-12-16,71.8,117.17,139,Moderate
Visakhapatnam,16-12-16,52.28,113.57,119,Moderate
Visakhapatnam,17-12-16,69.5,104.08,119,Moderate
Visakhapatnam,18-12-16,59.38,107.2,120,Moderate
Visakhapatnam,19-12-16,64.2,104.71,119,Moderate
Visakhapatnam,20-12-16,61.85,100.85,122,Moderate
Visakhapatnam,21-12-16,63.14,99.22,133,Moderate
Visakhapatnam,22-12-16,67.26,102.33,120,Moderate
Visakhapatnam,23-12-16,65.86,96.71,124,Moderate
Visakhapatnam,24-12-16,79.29,123.67,122,Moderate
Visakhapatnam,25-12-16,63.52,101.09,126,Moderate
Visakhapatnam,26-12-16,78.21,127.14,,
Visakhapatnam,27-12-16,66.59,108.45,133,Moderate
Visakhapatnam,28-12-16,56,94,127,Moderate
Visakhapatnam,29-12-16,56,94,116,Moderate
Visakhapatnam,30-12-16,56,94,116,Moderate
Visakhapatnam,31-12-16,71.19,112.65,107,Moderate
Visakhapatnam,01-01-17,63.51,97.56,147,Moderate
Visakhapatnam,02-01-17,38.25,77.84,102,Moderate
Visakhapatnam,03-01-17,62.3,101.33,98,Satisfactory
Visakhapatnam,04-01-17,66.77,100.24,117,Moderate
Visakhapatnam,05-01-17,68.9,105.73,121,Moderate
Visakhapatnam,06-01-17,69.58,123.12,146,Moderate
Visakhapatnam,07-01-17,47.15,88.98,110,Moderate
